id,timestamp,content,cleaned_content,likes,retweets,replies,impressions,cleaned_text,sentiment,risk_level
1908810671338254707,2025-04-06T09:15:02+00:00,"@SeedSyndrome Hey @SeedSyndrome, I get why you'd feel the world's cruel—stuff like the protests in Indonesia can really weigh on you. It’s okay to feel overwhelmed. Talking to someone you trust or taking time for yourself might help. There’s still good out there, and people are pushing for","Hey , I get why you'd feel the world's cruelstuff like the protests in Indonesia can really weigh on you. Its okay to feel overwhelmed. Talking to someone you trust or taking time for yourself might help. Theres still good out there, and people are pushing for",0,0,0,0,seedsyndrome hey seedsyndrome get youd feel worlds cruel—stuff like protests indonesia really weigh it’s okay feel overwhelmed talking someone trust taking time might help there’s still good people pushing,Positive,Low Concern
1908810671019393476,2025-04-06T09:15:02+00:00,RT @RachelTrue: Why do white people slaughter their entire families when they’re financially or emotionally overwhelmed?,RT : Why do white people slaughter their entire families when theyre financially or emotionally overwhelmed?,0,3459,0,0,rt racheltrue white people slaughter entire families they’re financially emotionally overwhelmed,Positive,Low Concern
1908810667387470045,2025-04-06T09:15:01+00:00,"RT @CHAMPSORA_CH: Massage therapy 
🍆 @Hankv17 
🍑@CHAMPSORA_CH https://t.co/kzIForqoV8",RT : Massage therapy,0,607,0,0,rt champsorach massage therapy hankv champsorach,Neutral,Low Concern
1908810666917691556,2025-04-06T09:15:01+00:00,RT @mooncatvivi: your 20s are for realizing that growing up as a very lonely girl sticks with you for far longer than you’d like,RT : your 20s are for realizing that growing up as a very lonely girl sticks with you for far longer than youd like,0,14371,0,0,rt mooncatvivi realizing growing lonely girl sticks far longer you’d like,Positive,Low Concern
1908810665600696497,2025-04-06T09:15:01+00:00,The #sycophancy over #Trunt is in fact a mental health crisis,The sycophancy over Trunt is in fact a mental health crisis,0,0,0,0,sycophancy trunt fact mental health crisis,Negative,Low Concern
1908810663352586363,2025-04-06T09:15:00+00:00,"Just saw Lady Gaga's latest fashion ensemble and wondered if she raided a UFO for ideas. She's like a style tornado with more sequins than a disco apocalypse! If her wardrobe could talk, it'd demand therapy and a GPS. Can someone dial down the Earth's atmospheric pressure before","Just saw Lady Gaga's latest fashion ensemble and wondered if she raided a UFO for ideas. She's like a style tornado with more sequins than a disco apocalypse! If her wardrobe could talk, it'd demand therapy and a GPS. Can someone dial down the Earth's atmospheric pressure before",0,0,0,0,saw lady gagas latest fashion ensemble wondered raided ufo ideas shes like style tornado sequins disco apocalypse wardrobe could talk itd demand therapy gps someone dial earths atmospheric pressure,Negative,Low Concern
1908810662467584413,2025-04-06T09:15:00+00:00,@aydensdiary hmmm not enough lonely wolf...,hmmm not enough lonely wolf...,0,0,1,0,aydensdiary hmm enough lonely wolf,Negative,Low Concern
1908810662308135040,2025-04-06T09:15:00+00:00,"RT @flowerforuuu: dulu post soal panic attack gue diserang+kanjeng dibilang ngespecialin karakter ajay gegara relate, dan mampus lah kalian…","RT : dulu post soal panic attack gue diserang+kanjeng dibilang ngespecialin karakter ajay gegara relate, dan mampus lah kalian",0,47,0,0,rt flowerforuu dulu post soal panic attack gue diserangkanjeng dibilang ngespecialin karakter ajay gegara relate dan mampus lah kalian…,Negative,Moderate Concern
1908810662286954727,2025-04-06T09:15:00+00:00,"RT @estdiaries: 🎤 are you lonely today?
🦈 today i’m lonely im not used to being alone

🥹🥹🥹

EST X WONDER SPLASH
 #TheICONMedicalClinicxEST…",RT : are you lonely today? today im lonely im not used to being alone EST X WONDER SPLASH TheICONMedicalClinicxEST,0,391,0,0,rt estdiaries lonely today today i’m lonely im used alone est wonder splash theiconmedicalclinicxest…,Negative,Low Concern
1908810661871624485,2025-04-06T09:15:00+00:00,RT @snowgot7forever: 🦈: I was really lonely at first. I’m not used to being alone anymore. But seeing everyone made me feel a bit better.…,RT : : I was really lonely at first. Im not used to being alone anymore. But seeing everyone made me feel a bit better.,0,145,0,0,rt snowgotforever really lonely first i’m used alone anymore seeing everyone made feel bit better…,Negative,Low Concern
1908810661406339489,2025-04-06T09:15:00+00:00,"Philippians 4:6 Do not be anxious about anything, but in everything, by prayer and petition, with thanksgiving, present your requests to God. #WisdomOfSolomon #SolomonKnowsIT #SITVerseoftheDay https://t.co/HYp4iheABX","Philippians 4:6 Do not be anxious about anything, but in everything, by prayer and petition, with thanksgiving, present your requests to God. WisdomOfSolomon SolomonKnowsIT SITVerseoftheDay",0,0,0,0,philippians anxious anything everything prayer petition thanksgiving present requests wisdomofsolomon solomonknowsit sitverseoftheday,Negative,Moderate Concern
1908810660122640434,2025-04-06T09:15:00+00:00,"If I'm streaming with friends, it's not difficult. But when I'm all alone, i just talk to myself. A little odd talent I've had for a long time but it helps. Can't really avoid feeling lonely so I immerse myself by interacting with the game itself like humanizing NPCs and monsters https://t.co/xudaU6PxkR","If I'm streaming with friends, it's not difficult. But when I'm all alone, i just talk to myself. A little odd talent I've had for a long time but it helps. Can't really avoid feeling lonely so I immerse myself by interacting with the game itself like humanizing NPCs and monsters",0,0,0,0,im streaming friends difficult im alone talk little odd talent ive long time helps cant really avoid feeling lonely immerse interacting game like humanizing npcs monsters,Positive,Low Concern
1908810659854188892,2025-04-06T09:14:59+00:00,"RT @nachamu_usa: The juniper tree, spotlighted in I Kings 19:4-6, emerges as a profound symbol of hope, resilience, and divine care. When E…","RT : The juniper tree, spotlighted in I Kings 19:4-6, emerges as a profound symbol of hope, resilience, and divine care. When E",0,95,0,0,rt nachamuusa juniper tree spotlighted kings emerges profound symbol hope resilience divine care e…,Positive,Low Concern
1908810658704932905,2025-04-06T09:14:59+00:00,"RT @TATAMOCHII: ARMY MAMA rescheduled her radiation to attend #HOPE_ON_THE_STAGE_TOUR, lol. her oncologist approved bc life’s too short. 🥹…","RT : ARMY MAMA rescheduled her radiation to attend HOPE_ON_THE_STAGE_TOUR, lol. her oncologist approved bc lifes too short.",0,747,0,0,rt tatamochii army mama rescheduled radiation attend hopeonthestagetour lol oncologist approved bc life’s short,Positive,Low Concern
1908810657438323153,2025-04-06T09:14:59+00:00,"RT @CHAMPSORA_CH: Massage therapy 
🍆 @Hankv17 
🍑@CHAMPSORA_CH https://t.co/kzIForqoV8",RT : Massage therapy,0,607,0,0,rt champsorach massage therapy hankv champsorach,Neutral,Low Concern
1908810655261467025,2025-04-06T09:14:58+00:00,"“SoundNest – AI-Powered Sleep Sound Machine” 💤🎶
  Sleep Tech / Wellness / AI
 Light sleepers, parents, remote workers, anxiety sufferers

👉 “Sleep, Tuned to You.”
📖 Description:
 SoundNest™ creates personalized sleep soundscapes in real time using AI. It listens to your https://t.co/Ld7gRcl81p","SoundNest AI-Powered Sleep Sound Machine Sleep Tech / Wellness / AI Light sleepers, parents, remote workers, anxiety sufferers Sleep, Tuned to You. Description: SoundNest creates personalized sleep soundscapes in real time using AI. It listens to your",1,0,0,1,“soundnest aipowered sleep sound machine” sleep tech wellness ai light sleepers parents remote workers anxiety sufferers “sleep tuned you” description soundnest creates personalized sleep soundscapes real time using ai listens,Neutral,Low Concern
1908810655198511413,2025-04-06T09:14:58+00:00,"RT @Awk20000: Asmongold says the quiet part out loud about why a lot of young men are still championing Trump’s tariffs 

“Rust Belt reveng…",RT : Asmongold says the quiet part out loud about why a lot of young men are still championing Trumps tariffs Rust Belt reveng,0,162,0,0,rt awk asmongold says quiet part loud lot young men still championing trump’s tariffs “rust belt reveng…,Positive,Low Concern
1908810653630177678,2025-04-06T09:14:58+00:00,"RT @_nesmam: YOU ARE NOT SELFISH ‼️
we want food 💔

we want food 💔

we want food 

we want food 

we want food 💔
This is what happens to ch…",RT : YOU ARE NOT SELFISH we want food we want food we want food we want food we want food This is what happens to ch,0,2456,0,0,rt nesmam selfish want food want food want food want food want food happens ch…,Negative,Low Concern
1908810652711375198,2025-04-06T09:14:58+00:00,"son like dad.... dad like son.... toichiro literally does mesugaki face as he's bullying the fat anxious neet, be SERIOUS!!!!!!!!!!!!!!!!!!!!!!!!!","son like dad.... dad like son.... toichiro literally does mesugaki face as he's bullying the fat anxious neet, be SERIOUS!!!!!!!!!!!!!!!!!!!!!!!!!",0,0,0,1,son like dad dad like son toichiro literally mesugaki face hes bullying anxious neet serious,Negative,Moderate Concern
1908810651763658866,2025-04-06T09:14:58+00:00,"RT @estdiaries: 🎤 are you lonely today?
🦈 today i’m lonely im not used to being alone

🥹🥹🥹

EST X WONDER SPLASH
 #TheICONMedicalClinicxEST…",RT : are you lonely today? today im lonely im not used to being alone EST X WONDER SPLASH TheICONMedicalClinicxEST,0,391,0,0,rt estdiaries lonely today today i’m lonely im used alone est wonder splash theiconmedicalclinicxest…,Negative,Low Concern
1908810649288720666,2025-04-06T09:14:57+00:00,"RT @Number10cat: UK: Brexit is the biggest act of economic self harm any country will ever perform
USA: Hold my beer... https://t.co/x3PcvP…",RT : UK: Brexit is the biggest act of economic self harm any country will ever perform USA: Hold my beer...,0,2808,0,0,rt numbercat uk brexit biggest act economic self harm country ever perform usa hold beer,Negative,Low Concern
1908810647238041628,2025-04-06T09:14:56+00:00,"Half alive, half dead.
All the stress I’ve buried finally surfaced—and now my body’s paying the price.

Still gonna be annoying about PPW on the TL though. https://t.co/VzP7Zvnejc","Half alive, half dead. All the stress Ive buried finally surfacedand now my bodys paying the price. Still gonna be annoying about PPW on the TL though.",0,0,0,0,half alive half dead stress i’ve buried finally surfaced—and body’s paying price still gonna annoying ppw tl though,Negative,Low Concern
1908810647204245657,2025-04-06T09:14:56+00:00,RT @stillwithanbin: hobi literally fell to the floor and sat there bc he was so overwhelmed im crying you are so loved sweet boy :( the fir…,RT : hobi literally fell to the floor and sat there bc he was so overwhelmed im crying you are so loved sweet boy :( the fir,0,2333,0,0,rt stillwithanbin hobi literally fell floor sat bc overwhelmed im crying loved sweet boy fir…,Positive,Low Concern
1908810645572628703,2025-04-06T09:14:56+00:00,"RT @WolfRMFC: Carlo Ancelotti has ruined my mental health, I don’t know if I will ever recover from this.","RT : Carlo Ancelotti has ruined my mental health, I dont know if I will ever recover from this.",0,169,0,0,rt wolfrmfc carlo ancelotti ruined mental health don’t know ever recover,Negative,Low Concern
1908810644192940456,2025-04-06T09:14:56+00:00,@POTUS I think you need a mental health assessment. For reals. You’re a total spanner. And oh sooooo embarrassing,I think you need a mental health assessment. For reals. Youre a total spanner. And oh sooooo embarrassing,0,0,0,0,potus think need mental health assessment reals you’re total spanner oh soo embarrassing,Negative,Low Concern
1908810643559604601,2025-04-06T09:14:56+00:00,"RT @ahmedziaddd: I feel depressed and suicidal today - if you see this please say hi it makes massive difference

https://t.co/U4975tskWO h…",RT : I feel depressed and suicidal today - if you see this please say hi it makes massive difference h,0,3719,0,0,rt ahmedziadd feel depressed suicidal today see please say hi makes massive difference h…,Negative,High-Risk
1908810640224878749,2025-04-06T09:14:55+00:00,RT @YuliaFaaarrrmmm: Life on the farm is peaceful but lonely and I dream of meeting an experienced man who values a hardworking girl like m…,RT : Life on the farm is peaceful but lonely and I dream of meeting an experienced man who values a hardworking girl like m,0,926,0,0,rt yuliafaarrmm life farm peaceful lonely dream meeting experienced man values hardworking girl like m…,Positive,Low Concern
1908810638970749223,2025-04-06T09:14:54+00:00,"@Isikotebuogbaya That's why I love God too much, God didn't want him to die before now but allow him to live to see and reap from the evil he showed.","That's why I love God too much, God didn't want him to die before now but allow him to live to see and reap from the evil he showed.",0,0,0,0,isikotebuogbaya thats love much didnt want die allow live see reap evil showed,Positive,Low Concern
1908810637779583093,2025-04-06T09:14:54+00:00,"this is my way of saying good morning this account might stress me out but i missed you all 🥀🥀

all of you get a kiss https://t.co/RouHIgWoKs https://t.co/UICEKihXUm",this is my way of saying good morning this account might stress me out but i missed you all all of you get a kiss,0,0,0,0,way saying good morning account might stress missed get kiss,Positive,Low Concern
